date,t2m_C
2007-11-01,10.688451254655718
2007-12-01,10.731334686733419
2008-01-01,9.986562745528033
2008-02-01,10.080164709831081
2008-03-01,9.600553795622204
2008-04-01,8.7991471170115
2008-05-01,6.493930185830379
2008-06-01,5.706703099961203
2008-07-01,5.593072324498451
2008-08-01,6.392511676582387
2008-09-01,8.67555385591396
2008-10-01,10.9474530908534
2008-11-01,12.224930367215848
2008-12-01,10.568067341454878
2009-01-01,9.949136128543046
2009-02-01,10.371400784686443
2009-03-01,9.14466044048612
2009-04-01,8.583068215732567
2009-05-01,7.132699471070623
2009-06-01,5.130835753826943
2009-07-01,5.36732592053113
2009-08-01,6.079677648609447
2009-09-01,9.543703219797237
2009-10-01,11.830829676884662
2009-11-01,13.038707470629504
2009-12-01,11.620831976108832
2010-01-01,11.012547710398223
2010-02-01,11.740470323170257
2010-03-01,11.33239399890465
2010-04-01,10.463126636454604
2010-05-01,7.468999242152449
2010-06-01,7.537256739733834
2010-07-01,5.664375825492527
2010-08-01,8.272954489601034
2010-09-01,9.626450723229027
2010-10-01,10.363294751448393
2010-11-01,11.654407587429091
2010-12-01,12.143431978383262
2011-01-01,10.841963889381361
2011-02-01,9.413477172996238
2011-03-01,9.30874751168102
2011-04-01,9.172049455396632
2011-05-01,7.624855102049537
2011-06-01,6.534087284731129
2011-07-01,5.224782414549509
2011-08-01,7.420290635490005
2011-09-01,8.822185614272769
2011-10-01,10.25824313968161
2011-11-01,11.820809821563557
2011-12-01,10.779056540905117
2012-01-01,9.424358921750525
2012-02-01,9.372922233906024
2012-03-01,8.921185219510221
2012-04-01,8.244358314479143
2012-05-01,6.853503612944053
2012-06-01,5.544809407114485
2012-07-01,5.960964576366223
2012-08-01,7.591571961417458
2012-09-01,10.095219231319447
2012-10-01,11.78723046704772
2012-11-01,12.073997894277568
2012-12-01,11.033354044300381
2013-01-01,9.95362810251703
2013-02-01,9.771342286529773
2013-03-01,10.162766108443805
2013-04-01,9.615628892920768
2013-05-01,8.311852252591223
2013-06-01,4.996678621322246
2013-07-01,6.131374488997153
