valid_time,number,expver,tp,tp_mm
1978-11-01,0,0001,0.0024464029169141126,73.39208750742337
1978-12-01,0,0001,0.005181476766033086,160.62577974702566
1979-01-01,0,0001,0.0110266668620621,341.82667272392507
1979-02-01,0,0001,0.0032627900745455275,91.35812208727477
1979-03-01,0,0001,0.004666136777027354,144.650240087848
1979-04-01,0,0001,0.00033188042451794223,9.956412735538267
1979-05-01,0,0001,1.5272257506417938e-05,0.4734399826989561
1979-06-01,0,0001,0.00013315320733497948,3.9945962200493845
1979-07-01,0,0001,3.470902330319909e-05,1.0759797223991716
1979-08-01,0,0001,2.7595451273778338e-05,0.8554589894871284
1979-09-01,0,0001,6.065521759898757e-05,1.819656527969627
1979-10-01,0,0001,0.0006919195195425352,21.44950510581859
1979-11-01,0,0001,0.0012417632073663128,37.252896220989385
1979-12-01,0,0001,0.005823466669164807,180.52746674410903
1980-01-01,0,0001,0.0019627875991941866,60.84641557501978
1980-02-01,0,0001,0.0024078822349374645,69.82858481318648
1980-03-01,0,0001,0.0043849519894167705,135.9335116719199
1980-04-01,0,0001,0.0002053323809954986,6.159971429864958
1980-05-01,0,0001,7.66271766022325e-05,2.3754424746692075
1980-06-01,0,0001,1.958406638351531e-05,0.5875219915054593
1980-07-01,0,0001,0.0003150510142332059,9.766581441229384
1980-08-01,0,0001,0.0003556580846360392,11.025400623717214
1980-09-01,0,0001,0.0005711455935164945,17.134367805494836
1980-10-01,0,0001,0.001300727688604051,40.32255834672558
1980-11-01,0,0001,0.000872404461884954,26.17213385654862
1980-12-01,0,0001,0.002254294717384673,69.88313623892486
1981-01-01,0,0001,0.005654147106895044,175.27856031374637
1981-02-01,0,0001,0.007251252430290863,203.03506804814415
1981-03-01,0,0001,0.0038560087440738223,119.53627106628849
1981-04-01,0,0001,0.0012353037535428192,37.05911260628458
1981-05-01,0,0001,4.7805521541533566e-05,1.4819711677875405
1981-06-01,0,0001,1.1806365125917608e-06,0.03541909537775282
1981-07-01,0,0001,1.4472032399962447e-06,0.04486330043988358
1981-08-01,0,0001,0.0008023164430386773,24.871809734198997
1981-09-01,0,0001,0.0012443629403496676,37.33088821049003
1981-10-01,0,0001,0.0006292433330214455,19.50654332366481
1981-11-01,0,0001,0.0023028321449755523,69.08496434926657
1981-12-01,0,0001,0.0035567374488397418,110.25886091403198
1982-01-01,0,0001,0.0068792121289977136,213.25557599892912
1982-02-01,0,0001,0.005179548029914329,145.02734483760122
1982-03-01,0,0001,0.0039021284036880894,120.96598051433077
1982-04-01,0,0001,0.001289057203096297,38.671716092888914
